Wind Power,Amount of Cargo,Auxiliary Engine Power,Main Engine Power,LOA,Breath,Draught,Light Weight,Month,Latitude,Longitude,Speed,Consumption_LSHFO
2,0,770,9480,224.97,32.25,13.77,11372,February,26.583,53.217,12.86956522,20
4,52401.3,680,9480,190,32.26,12.54,11167.3,February,22.75,65.63,10.66666667,25
5,52401.3,680,9480,190,32.26,12.54,11167.3,February,6.327,78.557,10.625,25
5,52401.3,680,9480,190,32.26,12.54,11167.3,February,6.057,81.97,9,25
4,52401.3,680,9480,190,32.26,12.54,11167.3,February,9.717,83.418,10.20833333,25
3,52401.3,680,9480,190,32.26,12.54,11167.3,February,13.833,84.757,10.83333333,25
3,52401.3,680,9480,190,32.26,12.54,11167.3,February,18.202,86.195,11.45833333,25
3,28500.3,680,9480,190,32.26,12.54,11167.3,February,20.275,86.673,0,2.7
3,10500.3,680,9480,190,32.26,12.54,11167.3,February,20.275,86.673,0,2.7
5,0,680,9480,190,32.26,12.54,11167.3,February,15.137,85.193,12,24
5,0,680,9480,190,32.26,12.54,11167.3,February,10.458,83.662,12.29166667,24
4,0,680,9480,190,32.26,12.54,11167.3,February,6.142,82.058,11.66666667,24
4,0,680,9480,190,32.26,12.54,11167.3,February,7.068,77.352,12.83333333,24
3,0,680,9480,190,32.26,12.54,11167.3,February,11.438,74.65,12.875,24
3,0,680,9480,190,32.26,12.54,11167.3,February,19.557,68.26,12.375,24
3,0,680,9480,190,32.26,12.54,11167.3,February,24.823,59.962,11.875,24
2,52441.256,720,9480,189.99,32.26,12.49,10246.23,February,20.267,86.667,0,2
2,47261,720,9480,189.99,32.26,12.49,10246.23,February,20.267,86.667,0,1.3
2,27000,720,9480,189.99,32.26,12.49,10246.23,February,20.267,86.667,0,2.7
2,5700,720,9480,189.99,32.26,12.49,10246.23,February,20.267,86.667,0,2.3
2,0,720,9480,189.99,32.26,12.49,10246.23,February,20.267,86.667,0,1.2
3,0,720,9480,189.99,32.26,12.49,10246.23,February,13.65,86.617,12,23.2
4,0,720,9480,189.99,32.26,12.49,10246.23,February,8.983,83.05,12.25,25
4,0,720,9480,189.99,32.26,12.49,10246.23,February,5.8,80.267,12.29166667,25
3,0,720,9480,189.99,32.26,12.49,10246.23,February,7.733,75.833,12.16666667,25
3,0,720,9480,189.99,32.26,12.49,10246.23,February,9.967,71.683,12,25.2
4,0,720,9480,189.99,32.26,12.49,10246.23,February,13.933,68.817,12.25,25.8
3,0,720,9480,189.99,32.26,12.49,10246.23,February,18.167,66.167,12.29166667,25
3,0,720,9480,189.99,32.26,12.49,10246.23,February,21.917,62.567,12.2,26
3,0,720,9480,189.99,32.26,12.49,10246.23,February,24.867,58.767,12.28,26
3,0,720,9480,189.99,32.26,12.49,10246.23,February,26.967,56.317,11.85714286,23
3,0,720,9480,189.99,32.26,12.49,10246.23,February,27.05,56.3,0,0.3
3,0,720,9480,189.99,32.26,12.49,10246.23,February,27.05,56.3,0,0.4
3,0,720,9480,189.99,32.26,12.49,10246.23,February,27.05,56.3,0,2.3
3,0,720,9480,189.99,32.26,12.49,10246.23,February,27.05,56.3,0,1.5
3,0,720,9480,189.99,32.26,12.49,10246.23,February,27.1,56.067,0,1
2,5350,720,9480,189.99,32.26,12.49,10246.23,February,27.1,56.067,0,5
2,15470,720,9480,189.99,32.26,12.49,10246.23,February,27.1,56.067,0,6
2,22030,720,9480,189.99,32.26,12.49,10246.23,February,27.1,56.067,0,6
2,34030,720,9480,189.99,32.26,12.49,10246.23,February,27.1,56.067,0,5
2,38000,720,9480,189.99,32.26,12.49,10246.23,February,27.1,56.067,0,4.5
2,42600,720,9480,189.99,32.26,12.49,10246.23,February,27.1,56.067,0,4.2
2,46000,720,9480,189.99,32.26,12.49,10246.23,February,27.1,56.067,0,4.3
2,49995.45,720,9480,189.99,32.26,12.49,10246.23,February,27.1,56.067,0,3.7
2,49995.45,720,9480,189.99,32.26,12.49,10246.23,February,27.05,56.067,0,1.3
3,49995.45,720,9480,189.99,32.26,12.49,10246.23,February,27.033,56.217,0,1
3,49995.45,720,9480,189.99,32.26,12.49,10246.23,February,27.033,56.217,0,2.2
3,49995.45,720,9480,189.99,32.26,12.49,10246.23,February,27.033,56.217,0,0.502
3,49995.45,720,9480,189.99,32.26,12.49,10246.23,February,27.033,56.217,0,0.5
3,49995.45,720,9480,189.99,32.26,12.49,10246.23,February,26.983,56.3,0,0.5
3,49995.45,720,9480,189.99,32.26,12.49,10246.23,February,25.433,58.15,10.3030303,16.3
3,49995.45,720,9480,189.99,32.26,12.49,10246.23,February,23.967,58.15,10.43478261,22.7
2,49995.45,720,9480,189.99,32.26,12.49,10246.23,February,21.4,65.483,10.47826087,25
4,0,680,9480,190,32.26,12.54,11153,February,8.547,76.138,14.04166667,27.8
3,0,680,9480,190,32.26,12.54,11153,February,13.592,73.78,13.91666667,27.8
3,0,680,9480,190,32.26,12.54,11153,February,18.142,70.28,14,28.8
3,0,680,9480,190,32.26,12.54,11153,February,21.283,65.333,14.04166667,28.8
3,0,680,9480,190,32.26,12.54,11153,February,24.417,59.955,14.08,29.5
3,0,680,9480,190,32.26,12.54,11153,February,25.455,57.905,1.477272727,10.9
3,0,680,9480,190,32.26,12.54,11153,February,26.972,56.475,0,0.5
3,0,680,9480,190,32.26,12.54,11153,February,26.972,56.475,0,2.6
3,0,680,9480,190,32.26,12.54,11153,February,26.972,56.475,0,0.3
3,0,680,9480,190,32.26,12.54,11153,February,27.05,56.252,0,3.3
3,0,680,9480,190,32.26,12.54,11153,February,27.05,56.252,0,3.4
3,0,680,9480,190,32.26,12.54,11153,February,27.05,56.252,0,3.4
3,0,680,9480,190,32.26,12.54,11153,February,27.05,56.252,0,3.4
3,0,680,9480,190,32.26,12.54,11153,February,27.05,56.252,0,0.5
3,0,680,9480,190,32.26,12.54,11153,February,27.1,56.069,0,3.6
3,0,680,9480,190,32.26,12.54,11153,February,27.1,56.069,0,5.1
3,0,680,9480,190,32.26,12.54,11153,February,27.1,56.069,0,5.1
2,0,680,9480,190,32.26,12.54,11153,February,27.1,56.069,0,5.1
2,0,680,9480,190,32.26,12.54,11153,February,27.1,56.069,0,5.1
3,0,680,9480,190,32.26,12.54,11153,February,27.1,56.069,0,4.5
3,0,680,9480,190,32.26,12.54,11153,February,27.1,56.069,0,2.7
3,0,680,9480,190,32.26,12.54,11153,February,27.025,56.25,0,1.2
3,0,680,9480,190,32.26,12.54,11153,February,25.6,57.862,0,0.9
3,0,680,9480,190,32.26,12.54,11153,February,20.825,61.152,11.94444444,21.6
3,0,680,9480,190,32.26,12.54,11153,February,21.45,66.923,12.45833333,28.7
3,0,680,9480,190,32.26,12.54,11153,February,19.902,70.583,12.08695652,27.3
2,0,680,9480,190,32.26,12.54,11153,February,20.862,72.56,12.39316239,14.7
2,0,680,9480,190,32.26,12.54,11153,February,20.998,72.603,0,0.8
2,0,680,9480,190,32.26,12.54,11153,February,20.998,72.603,0,1.9
3,0,680,9480,190,32.26,12.54,11153,February,20.998,72.603,0,4.1
3,0,680,9480,190,32.26,12.54,11153,February,20.998,72.603,0,4.3
2,0,680,9480,190,32.26,12.54,11153,February,20.998,72.603,0,4.1
3,0,680,9480,190,32.26,12.54,11153,February,20.998,72.603,0,4.4
3,0,680,9480,190,32.26,12.54,11153,February,20.998,72.603,0,4.6
3,0,680,9480,190,32.26,12.54,11153,February,20.998,72.603,0,4.7
5,60501,640,8950,224.97,32.25,13.77,11865,February,17.078,111.104,9.416666667,24.6
6,60501,640,8950,224.97,32.25,13.77,11865,February,19.442,114.11,9.541666667,24.6
6,60501,640,8950,224.97,32.25,13.77,11865,February,21.241,117.15,8.541666667,23.1
5,60501,640,8950,224.97,32.25,13.77,11865,February,24.038,120.044,10.20833333,23.4
5,60501,640,8950,224.97,32.25,13.77,11865,February,27.643,122.51,10.95833333,23.5
4,60501,640,8950,224.97,32.25,13.77,11865,February,31.437,124,10.5,23.8
6,60501,640,8950,224.97,32.25,13.77,11865,February,34.378,122.86,9.25,25.2
4,60501,640,8950,224.97,32.25,13.77,11865,February,34.517,121.683,9.880239521,10.1
3,0,640,8950,224.97,32.25,13.77,11865,February,34.177,123.573,8.157894737,20.4
6,0,640,8950,224.97,32.25,13.77,11865,February,29.652,123.935,11.75,24.1
6,0,640,8950,224.97,32.25,13.77,11865,February,25.798,120.848,11.91666667,24.9
6,0,640,8950,224.97,32.25,13.77,11865,February,22.05,118.367,11.625,25.1
6,0,640,8950,224.97,32.25,13.77,11865,February,19.302,113.873,12.58333333,24.9
6,0,640,8950,224.97,32.25,13.77,11865,February,15.797,110.992,12.125,25.3
6,0,640,8950,224.97,32.25,13.77,11865,February,11.173,110.073,11.75,25.1
5,0,640,8950,224.97,32.25,13.77,11865,February,6.84,108.592,11.79166667,24.4
4,0,640,8950,224.97,32.25,13.77,11865,February,3.097,105.286,12.625,24.2
3,0,640,8950,224.97,32.25,13.77,11865,February,2.322,101.842,12.41666667,23.1
3,0,640,8950,224.97,32.25,13.77,11865,February,5.363,98.337,11.95833333,22.9
3,0,640,8950,224.97,32.25,13.77,11865,February,6.413,93.403,12.70833333,24.9
3,0,640,8950,224.97,32.25,13.77,11865,February,6.417,87.967,13.54166667,26.6
3,0,640,8950,224.97,32.25,13.77,11865,February,5.295,82.832,12.79166667,26.1
3,0,640,8950,224.97,32.25,13.77,11865,February,6.92,77.8,13.33333333,27.1
2,0,600,10200,225,32.26,14.0175,12123.2,February,29.773,122.067,0,1.7
2,0,600,10200,225,32.26,14.0175,12123.2,February,29.773,122.067,0,0.2
2,0,600,10200,225,32.26,14.0175,12123.2,February,29.774,122.05,0,0.55
2,0,600,10200,225,32.26,14.0175,12123.2,February,29.774,122.05,0,1.75
2,0,600,10200,225,32.26,14.0175,12123.2,February,29.774,122.05,0,0.1
2,0,600,10200,225,32.26,14.0175,12123.2,February,29.817,122.083,0,0.9
2,0,600,10200,225,32.26,14.0175,12123.2,February,29.817,122.083,0,1.5
2,0,600,10200,225,32.26,14.0175,12123.2,February,29.915,122.218,0,2.85
2,0,600,10200,225,32.26,14.0175,12123.2,February,29.915,122.218,0,0.15
2,0,600,10200,225,32.26,14.0175,12123.2,February,29.915,122.218,0,0.28
4,0,600,10200,225,32.26,14.0175,12123.2,February,29.658,122.428,0,1.72
3,0,600,10200,225,32.26,14.0175,12123.2,February,26.562,123.587,12.22222222,18
4,0,600,10200,225,32.26,14.0175,12123.2,February,22.4,121.558,11.79166667,25
4,0,600,10200,225,32.26,14.0175,12123.2,February,18.55,118.792,12.29166667,25
3,0,600,10200,225,32.26,14.0175,12123.2,February,13.938,115.428,13.79166667,25.5
3,0,600,10200,225,32.26,14.0175,12123.2,February,9.797,111.828,13.70833333,25.5
3,0,600,10200,225,32.26,14.0175,12123.2,February,6.058,108.392,13.375,25
3,0,600,10200,225,32.26,14.0175,12123.2,February,2.067,104.85,13.83333333,25
3,0,600,10200,225,32.26,14.0175,12123.2,February,2.89,100.937,12.33333333,22
3,0,600,10200,225,32.26,14.0175,12123.2,February,5.433,96.433,13.32,25
3,0,600,10200,225,32.26,14.0175,12123.2,February,5.875,90.673,14.5,24
3,0,600,10200,225,32.26,14.0175,12123.2,February,5.657,85.122,13.28,24.5
3,0,600,10200,225,32.26,14.0175,12123.2,February,5.933,79.667,13.83333333,22.8
3,0,600,10200,225,32.26,14.0175,12123.2,February,9.433,75.607,13.51020408,24.2
3,0,600,10200,225,32.26,14.0175,12123.2,February,13.978,73.642,13.58333333,23.8
3,0,600,10200,225,32.26,14.0175,12123.2,February,18.55,69,13.8,24.7
3,0,600,10200,225,32.26,14.0175,12123.2,February,22.877,65.5,13.625,23.8
3,0,600,10200,225,32.26,14.0175,12123.2,February,24.732,59.983,9.56,24.2
3,0,600,10200,225,32.26,14.0175,12123.2,February,26.86,56.503,12.37623762,20
3,0,600,10200,225,32.26,14.0175,12123.2,February,26.948,56.38,0,0.74
3,0,600,10200,225,32.26,14.0175,12123.2,February,26.948,56.38,0,0.26
3,0,600,10200,225,32.26,14.0175,12123.2,February,26.948,56.38,0,2
3,0,600,10200,225,32.26,14.0175,12123.2,February,26.948,56.38,0,2
4,23000,770,9480,189.99,32.26,12.49,10357.59,February,27.535,52.552,0,2.8
4,35000,770,9480,189.99,32.26,12.49,10357.59,February,27.535,52.552,0,2.6
3,46100,770,9480,189.99,32.26,12.49,10357.59,February,27.535,52.552,0,2.4
3,47344,770,9480,189.99,32.26,12.49,10357.59,February,29.475,49.73,8.625,21
3,45500,770,9480,189.99,32.26,12.49,10357.59,February,30.452,49.033,0,6.6
3,43700,770,9480,189.99,32.26,12.49,10357.59,February,30.452,49.033,0,3
4,37200,770,9480,189.99,32.26,12.49,10357.59,February,30.452,49.033,0,4.5
3,25400,770,9480,189.99,32.26,12.49,10357.59,February,30.452,49.033,0,4.5
3,18400,770,9480,189.99,32.26,12.49,10357.59,February,30.452,49.033,0,4.4
4,11400,770,9480,189.99,32.26,12.49,10357.59,February,30.452,49.033,0,4.6
4,5600,770,9480,189.99,32.26,12.49,10357.59,February,30.452,49.033,0,5
3,2100,770,9480,189.99,32.26,12.49,10357.59,February,30.452,49.033,0,3
3,0,770,9480,189.99,32.26,12.49,10357.59,February,30.452,49.033,0,2.3
3,0,770,9480,189.99,32.26,12.49,10357.59,February,29.898,49.175,0,6.2
3,0,770,9480,189.99,32.26,12.49,10357.59,February,29.898,49.175,0,2.4
6,0,770,9480,189.99,32.26,12.49,10357.59,February,29.898,49.175,0,2.3
6,0,770,9480,189.99,32.26,12.49,10357.59,February,29.898,49.175,0,2.5
5,0,770,9480,189.99,32.26,12.49,10357.59,February,29.898,49.175,0,2.5
3,0,770,9480,189.99,32.26,12.49,10357.59,February,29.898,49.175,0,2.6
3,0,770,9480,189.99,32.26,12.49,10357.59,February,29.898,49.175,0,2.2
4,0,770,9480,189.99,32.26,12.49,10357.59,February,29.898,49.175,0,2.3
6,0,770,9480,189.99,32.26,12.49,10357.59,February,29.898,49.175,0,2.5
3,0,770,9480,189.99,32.26,12.49,10357.59,February,29.898,49.175,0,2.6
5,0,770,9480,189.99,32.26,12.49,10357.59,February,27.527,52.313,9.291666667,18.6
6,0,770,9480,189.99,32.26,12.49,10357.59,February,27.527,52.313,0,2.8
5,0,770,9480,189.99,32.26,12.49,10357.59,February,27.527,52.313,0,2.8
3,5650,770,9480,189.99,32.26,12.49,10357.59,February,27.535,52.552,0,3.8
3,0,770,9480,190,32.26,12.54,11223.5,February,22.955,66.622,12.20930233,19.3
3,0,770,9480,190,32.26,12.54,11223.5,February,24.847,61.063,12.57692308,29.5
3,0,770,9480,190,32.26,12.54,11223.5,February,25.77,57.162,10.16666667,22.7
3,0,770,9480,190,32.26,12.54,11223.5,February,27,56.38,0,0.9
3,0,770,9480,190,32.26,12.54,11223.5,February,27,56.38,0,2.2
3,0,770,9480,190,32.26,12.54,11223.5,February,27,56.38,0,2.8
3,0,770,9480,190,32.26,12.54,11223.5,February,27,56.38,0,2.8
3,0,770,9480,190,32.26,12.54,11223.5,February,27,56.38,0,2.7
3,0,770,9480,190,32.26,12.54,11223.5,February,27,56.38,0,0.3
3,0,770,9480,190,32.26,12.54,11223.5,February,27,56.38,0,0.3
3,0,770,9480,190,32.26,12.54,11223.5,February,27,56.38,0,2.245
3,0,770,9480,190,32.26,12.54,11223.5,February,27.068,56.252,0,0.4
3,0,770,9480,190,32.26,12.54,11223.5,February,27.068,56.252,0,0.3
3,0,770,9480,190,32.26,12.54,11223.5,February,27.068,56.252,0,2.7
3,0,770,9480,190,32.26,12.54,11223.5,February,27.068,56.252,0,3
3,0,770,9480,190,32.26,12.54,11223.5,February,27.068,56.252,0,3
3,0,770,9480,190,32.26,12.54,11223.5,February,27.068,56.252,0,1.3
3,0,770,9480,190,32.26,12.54,11223.5,February,27.101,56.069,0,0.9
3,0,770,9480,190,32.26,12.54,11223.5,February,27.101,56.069,0,2.1
3,9530,770,9480,190,32.26,12.54,11223.5,February,27.101,56.069,0,4.6
3,22830,770,9480,190,32.26,12.54,11223.5,February,27.101,56.069,0,5.1
3,22830,770,9480,190,32.26,12.54,11223.5,February,27.101,56.069,0,2
3,22830,770,9480,190,32.26,12.54,11223.5,February,27.098,56.063,0,0.3
3,33500,770,9480,190,32.26,12.54,11223.5,February,27.098,56.063,0,2.8
3,47800,770,9480,190,32.26,12.54,11223.5,February,27.098,56.063,0,4.6
3,52199.485,770,9480,190,32.26,12.54,11223.5,February,27.098,56.063,0,2.7
3,52199.485,770,9480,190,32.26,12.54,11223.5,February,27.027,56.248,0,1.2
3,52199.485,770,9480,190,32.26,12.54,11223.5,February,24.587,60.197,9.541666667,21.8
3,52199.485,770,9480,190,32.26,12.54,11223.5,February,22.615,63.758,10.17391304,23.8
5,52199.485,770,9480,190,32.26,12.54,11223.5,February,19.907,66.795,10.2173913,24
5,52199.485,770,9480,190,32.26,12.54,11223.5,February,17.148,69.803,9.916666667,25
4,52199.485,770,9480,190,32.26,12.54,11223.5,February,14.232,72.653,10.04166667,25
3,52199.485,770,9480,190,32.26,12.54,11223.5,February,10.618,74.945,10.70833333,25
3,52199.485,770,9480,190,32.26,12.54,11223.5,February,7.21,76.997,10.29166667,25.2
3,52199.485,770,9480,190,32.26,12.54,11223.5,February,5.72,80.572,10.08333333,25.4
3,52199.485,770,9480,190,32.26,12.54,11223.5,February,7.903,82.918,9.291666667,26.4
2,52199.485,770,9480,190,32.26,12.54,11223.5,February,11.862,84.165,10.375,24.6
2,52199.485,770,9480,190,32.26,12.54,11223.5,February,15.985,85.488,10.75,24.5
3,52301.342,720,9850,189.99,32.26,12.49,10347.92,February,18.883,69.383,11.29166667,24.9
3,52301.342,720,9850,189.99,32.26,12.49,10347.92,February,15.15,72.1,11.33333333,24.7
3,52301.342,720,9850,189.99,32.26,12.49,10347.92,February,11.417,74.7,11.20833333,24.9
5,52301.342,720,9850,189.99,32.26,12.49,10347.92,February,7.717,76.833,10.91666667,24.6
4,52301.342,720,9850,189.99,32.26,12.49,10347.92,February,5.81,80.118,9.541666667,23.6
4,52301.342,720,9850,189.99,32.26,12.49,10347.92,February,7.383,83.017,9.391304348,23.5
4,52301.342,720,9850,189.99,32.26,12.49,10347.92,February,11.817,83.217,11.08333333,24.2
4,52301.342,720,9850,189.99,32.26,12.49,10347.92,February,17.133,83.333,10.83333333,24.6
3,52301.342,720,9850,189.99,32.26,12.49,10347.92,February,17.627,83.375,0,0.8
3,52301.342,720,9850,189.99,32.26,12.49,10347.92,February,17.627,83.375,0,0.15
2,52301.342,720,9850,189.99,32.26,12.49,10347.92,February,17.71,83.282,0,0.75
2,51871.342,720,9850,189.99,32.26,12.49,10347.92,February,17.71,83.282,0,1.5
2,45847,720,9850,189.99,32.26,12.49,10347.92,February,17.71,83.282,0,2.9
2,41077,720,9850,189.99,32.26,12.49,10347.92,February,17.71,83.282,0,3.7
2,30682,720,9850,189.99,32.26,12.49,10347.92,February,17.71,83.282,0,5.1
2,22600.342,720,9850,189.99,32.26,12.49,10347.92,February,17.71,83.282,0,5
2,16370.342,720,9850,189.99,32.26,12.49,10347.92,February,17.71,83.282,0,4.6
2,11020,720,9850,189.99,32.26,12.49,10347.92,February,17.71,83.282,0,4.6
2,6019,720,9850,189.99,32.26,12.49,10347.92,February,17.71,83.282,0,4.5
2,0,720,9850,189.99,32.26,12.49,10347.92,February,17.71,83.282,0,3.6
2,0,720,9850,189.99,32.26,12.49,10347.92,February,17.71,83.282,0,0.5
4,0,720,9850,189.99,32.26,12.49,10347.92,February,17.61,83.34,0,0.9
3,0,720,9850,189.99,32.26,12.49,10347.92,February,13.367,83.3,12.92307692,18.9
3,0,720,9850,189.99,32.26,12.49,10347.92,February,8.25,83.05,12.83333333,24.1
3,0,720,9850,189.99,32.26,12.49,10347.92,February,6.333,79.283,13.66666667,24.4
3,0,720,9850,189.99,32.26,12.49,10347.92,February,9.733,75.467,13.04166667,25
3,0,720,9850,189.99,32.26,12.49,10347.92,February,14.367,72.65,13.04,24.7
4,0,720,9850,189.99,32.26,12.49,10347.92,February,18.717,69.517,13.16666667,25.1
3,0,720,9850,189.99,32.26,12.49,10347.92,February,22.867,66.117,13.125,24.6
3,0,720,9850,189.99,32.26,12.49,10347.92,February,24.55,61.217,12.04,25.3
4,0,720,9850,189.99,32.26,12.49,10347.92,February,25.667,57.267,10,18.2
3,0,720,9850,189.99,32.26,12.49,10347.92,February,26.867,56.487,0,0.6
3,0,720,9850,189.99,32.26,12.49,10347.92,February,26.867,56.487,0,1.6
3,0,720,9850,189.99,32.26,12.49,10347.92,February,26.867,56.487,0,0.15
3,0,720,9850,189.99,32.26,12.49,10347.92,February,26.867,56.487,0,0.85
3,0,720,9850,189.99,32.26,12.49,10347.92,February,26.867,56.487,0,0.837
3,0,720,9850,189.99,32.26,12.49,10347.92,February,26.867,56.475,0,0.4
3,0,720,9850,189.99,32.26,12.49,10347.92,February,27.527,52.558,0,0.9
3,51120,770,9480,190,32.26,12.54,11133,February,27.272,56.027,0,2.9
3,51120,770,9480,190,32.26,12.54,11133,February,27.272,56.027,0,2.9
3,51120,770,9480,190,32.26,12.54,11133,February,27.272,56.027,0,2.9
3,51120,770,9480,190,32.26,12.54,11133,February,27.235,56.06,0,2
3,51120,770,9480,190,32.26,12.54,11133,February,26.967,56.383,0,0.3
3,51120,770,9480,190,32.26,12.54,11133,February,25.633,56.95,0,0.3
3,51120,770,9480,190,32.26,12.54,11133,February,25.633,56.95,0,0.3
3,51120,770,9480,190,32.26,12.54,11133,February,25.633,56.95,0,0.1
3,51120,770,9480,190,32.26,12.54,11133,February,25.633,56.95,0,0.4
3,51120,770,9480,190,32.26,12.54,11133,February,25.633,56.983,0,0.9
4,51120,770,9480,190,32.26,12.54,11133,February,25.067,60.783,11.25,28.1
3,51120,770,9480,190,32.26,12.54,11133,February,23.5,65,10.83333333,27.9
4,51120,770,9480,190,32.26,12.54,11133,February,20.633,68.133,10.41666667,26.9
4,51120,770,9480,190,32.26,12.54,11133,February,16.767,69.5,10.54166667,27.9
3,51120,770,9480,190,32.26,12.54,11133,February,12.783,70.717,10.375,27.9
4,51120,770,9480,190,32.26,12.54,11133,February,9.167,72.65,11.30434783,27
6,51120,770,9480,190,32.26,12.54,11133,February,7.133,76.483,10.79166667,28
3,51120,770,9480,190,32.26,12.54,11133,February,5.7,80,9.5,28
3,51120,770,9480,190,32.26,12.54,11133,February,5.683,83.8,9.47826087,27
3,51120,770,9480,190,32.26,12.54,11133,February,5.967,88.183,11.16666667,28
3,51120,770,9480,190,32.26,12.54,11133,February,6.2,92.167,10,27.6
3,51120,770,9480,190,32.26,12.54,11133,February,6.1,95.95,9.869565217,27.5
3,51120,770,9480,190,32.26,12.54,11133,February,4.05,99.583,10.66666667,27.5
3,51120,770,9480,190,32.26,12.54,11133,February,2.75,101.783,11.18181818,14.1
3,51120,770,9480,190,32.26,12.54,11133,February,2.792,101.28,0,0.7
3,51120,770,9480,190,32.26,12.54,11133,February,2.792,101.28,0,0.3
3,51120,770,9480,190,32.26,12.54,11133,February,2.683,101.65,0,1
4,51120,770,9480,190,32.26,12.54,11133,February,1.167,103.833,10.38888889,18.7
5,51120,770,9480,190,32.26,12.54,11133,February,4.217,105.85,9.666666667,27.9
6,51120,770,9480,190,32.26,12.54,11133,February,6.65,108.3,8.625,28.1
5,51120,770,9480,190,32.26,12.54,11133,February,9.417,110.667,9.166666667,28.2
4,51120,770,9480,190,32.26,12.54,11133,February,12.983,113.233,10.91666667,27.7
5,51120,770,9480,190,32.26,12.54,11133,February,16.433,115.733,10.5,27.7
5,51120,770,9480,190,32.26,12.54,11133,February,19.717,118.167,10.04166667,27.9
5,51120,770,9480,190,32.26,12.54,11133,February,23.55,119.883,10.83333333,27.7
6,51120,770,9480,190,32.26,12.54,11133,February,26.583,121.833,9.083333333,27.9
5,51120,770,9480,190,32.26,12.54,11133,February,29.267,123.583,7.875,27.7
3,0,770,9480,190,32.25,12.54,11152.3,February,29.28,124.455,11.79166667,27.4
3,0,770,9480,190,32.25,12.54,11152.3,February,25.45,120.833,12.58333333,27
4,0,770,9480,190,32.25,12.54,11152.3,February,21.213,118.667,12.41666667,27.1
4,0,770,9480,190,32.25,12.54,11152.3,February,17.55,114.928,12.79166667,26.3
4,0,770,9480,190,32.25,12.54,11152.3,February,13.367,112.08,12.70833333,27
4,0,770,9480,190,32.25,12.54,11152.3,February,9.7,109.96,12.70833333,27.6
4,0,770,9480,190,32.25,12.54,11152.3,February,4.75,106.555,13.16666667,26.4
3,0,770,9480,190,32.25,12.54,11152.3,February,1.388,103.207,13.5,26.5
3,0,770,9480,190,32.25,12.54,11152.3,February,4.652,99.367,12.83333333,26.5
3,0,770,9480,190,32.25,12.54,11152.3,February,6.272,94.302,13.36,28.4
3,0,770,9480,190,32.25,12.54,11152.3,February,6.057,88.492,13.92,28.4
3,0,770,9480,190,32.25,12.54,11152.3,February,5.867,83.167,13.25,27.7
3,0,770,9480,190,32.25,12.54,11152.3,February,7,77.85,13.71428571,26.5
3,0,770,9480,190,32.25,12.54,11152.3,February,10.56,75.017,12.625,28.5
3,0,770,9480,190,32.25,12.54,11152.3,February,15.143,71.843,13.41666667,27.5
3,0,770,9480,190,32.25,12.54,11152.3,February,19.033,68,12.96,28
3,0,770,9480,190,32.25,12.54,11152.3,February,22.56,63.883,13.20833333,27.1
3,0,770,9480,190,32.25,12.54,11152.3,February,25.233,58.567,13.36,27.1
3,0,770,9480,190,32.25,12.54,11152.3,February,26.883,56.478,11.92857143,10.2
3,0,770,9480,190,32.25,12.54,11152.3,February,26.947,56.377,0,3.6
4,0,770,9480,190,32.25,12.54,11152.3,February,26.947,56.377,0,3.1
3,0,770,9480,190,32.25,12.54,11152.3,February,26.947,56.377,0,3.1
3,0,770,9480,190,32.25,12.54,11152.3,February,26.947,56.377,0,3.4
3,0,770,9480,190,32.25,12.54,11152.3,February,26.947,56.377,0,3.306
3,0,770,9480,190,32.25,12.54,11152.3,February,26.95,56.377,0,1.2
3,0,770,9480,190,32.25,12.54,11152.3,February,26.917,56.357,0,0.8
3,0,770,9480,190,32.25,12.54,11152.3,February,27.16,52.548,12.07253886,19.1
4,0,770,9480,190,32.25,12.54,11152.3,February,27.505,52.333,0,0.8
4,0,770,9480,190,32.25,12.54,11152.3,February,27.505,52.333,0,3.6
5,0,770,9480,190,32.25,12.54,11152.3,February,27.505,52.333,0,4.2
3,0,770,9480,190,32.25,12.54,11152.3,February,27.505,52.333,0,4.2
4,0,770,9480,190,32.25,12.54,11152.3,February,27.505,52.333,0,3
4,0,770,9480,190,32.25,12.54,11152.3,February,27.505,52.333,0,2.2
3,0,770,9480,189.99,32.26,12.49,10291.64,February,9.998,75.325,11.92,25.5
3,0,770,9480,189.99,32.26,12.49,10291.64,February,13.158,72.63,12.375,25
3,0,770,9480,189.99,32.26,12.49,10291.64,February,17.343,68.597,12.08,25.5
3,0,770,9480,189.99,32.26,12.49,10291.64,February,20.333,64.745,11.75,25
2,0,770,9480,189.99,32.26,12.49,10291.64,February,23.492,60.608,12,26
3,0,770,9480,189.99,32.26,12.49,10291.64,February,25.847,57.112,10.29166667,23
3,0,770,9480,189.99,32.26,12.49,10291.64,February,26.907,56.48,0,7
3,0,770,9480,189.99,32.26,12.49,10291.64,February,26.957,56.373,0,2.5
3,0,770,9480,189.99,32.26,12.49,10291.64,February,26.957,56.373,0,1.5
3,0,770,9480,189.99,32.26,12.49,10291.64,February,26.957,56.373,0,1
3,0,770,9480,189.99,32.26,12.49,10291.64,February,26.957,56.373,0,0.3
3,0,770,9480,189.99,32.26,12.49,10291.64,February,26.957,56.373,0,2.423
3,0,770,9480,189.99,32.26,12.49,10291.64,February,26.957,56.373,0,0.4
